,name,description,duration,film_date,languages,num_speaker,published_date,url
0,Ken Robinson: Do schools kill creativity?,Sir Ken Robinson makes an entertaining and profoundly moving case for creating an education system that nurtures (rather than undermines) creativity.,1164,1140825600,60,1,1151367060,"https://www.ted.com/talks/ken_robinson_says_schools_kill_creativity
"
1,Al Gore: Averting the climate crisis,"With the same humor and humanity he exuded in ""An Inconvenient Truth,"" Al Gore spells out 15 ways that individuals can address climate change immediately, from buying a hybrid to inventing a new, hotter brand name for global warming.",977,1140825600,43,1,1151367060,"https://www.ted.com/talks/al_gore_on_averting_climate_crisis
"
2,David Pogue: Simplicity sells,"New York Times columnist David Pogue takes aim at technology’s worst interface-design offenders, and provides encouraging examples of products that get it right. To funny things up, he bursts into song.",1286,1140739200,26,1,1151367060,"https://www.ted.com/talks/david_pogue_says_simplicity_sells
"
3,Majora Carter: Greening the ghetto,"In an emotionally charged talk, MacArthur-winning activist Majora Carter details her fight for environmental justice in the South Bronx -- and shows how minority neighborhoods suffer most from flawed urban policy.",1116,1140912000,35,1,1151367060,"https://www.ted.com/talks/majora_carter_s_tale_of_urban_renewal
"
4,Hans Rosling: The best stats you've ever seen,"You've never seen data presented like this. With the drama and urgency of a sportscaster, statistics guru Hans Rosling debunks myths about the so-called ""developing world.""",1190,1140566400,48,1,1151440680,"https://www.ted.com/talks/hans_rosling_shows_the_best_stats_you_ve_ever_seen
"
5,Tony Robbins: Why we do what we do,"Tony Robbins discusses the ""invisible forces"" that motivate everyone's actions -- and high-fives Al Gore in the front row.",1305,1138838400,36,1,1151440680,"https://www.ted.com/talks/tony_robbins_asks_why_we_do_what_we_do
"
6,Julia Sweeney: Letting go of God,"When two young Mormon missionaries knock on Julia Sweeney's door one day, it touches off a quest to completely rethink her own beliefs, in this excerpt from Sweeney's solo show ""Letting Go of God.""  ",992,1140739200,31,1,1152490260,"https://www.ted.com/talks/julia_sweeney_on_letting_go_of_god
"
7,Joshua Prince-Ramus: Behind the design of Seattle's library,"Architect Joshua Prince-Ramus takes the audience on dazzling, dizzying virtual tours of three recent projects: the Central Library in Seattle, the Museum Plaza in Louisville and the Charles Wyly Theater in Dallas.",1198,1140652800,19,1,1152490260,"https://www.ted.com/talks/joshua_prince_ramus_on_seattle_s_library
"
8,Dan Dennett: Let's teach religion -- all religion -- in schools,"Philosopher Dan Dennett calls for religion -- all religion -- to be taught in schools, so we can understand its nature as a natural phenomenon. Then he takes on The Purpose-Driven Life, disputing its claim that, to be moral, one must deny evolution.",1485,1138838400,32,1,1153181460,"https://www.ted.com/talks/dan_dennett_s_response_to_rick_warren
"
9,Rick Warren: A life of purpose,"Pastor Rick Warren, author of ""The Purpose-Driven Life,"" reflects on his own crisis of purpose in the wake of his book's wild success. He explains his belief that God's intention is for each of us to use our talents and influence to do good.",1262,1140825600,31,1,1153181460,"https://www.ted.com/talks/rick_warren_on_a_life_of_purpose
"
10,Cameron Sinclair: My wish: A call for open-source architecture,"Accepting his 2006 TED Prize, Cameron Sinclair demonstrates how passionate designers and architects can respond to world housing crises. He unveils his TED Prize wish for a network to improve global living standards through collaborative design.",1414,1140912000,27,1,1153786260,"https://www.ted.com/talks/cameron_sinclair_on_open_source_architecture
"
11,Jehane Noujaim: My wish: A global day of film,Jehane Noujaim unveils her 2006 TED Prize wish: to bring the world together for one day a year through the power of film.,1538,1140912000,20,1,1153786260,"https://www.ted.com/talks/jehane_noujaim_inspires_a_global_day_of_film
"
12,Larry Brilliant: My wish: Help me stop pandemics,"Accepting the 2006 TED Prize, Dr. Larry Brilliant talks about how smallpox was eradicated from the planet, and calls for a new global system that can identify and contain pandemics before they spread.",1550,1140652800,24,1,1153786260,"https://www.ted.com/talks/larry_brilliant_wants_to_stop_pandemics
"
13,Jeff Han: The radical promise of the multi-touch interface,"Jeff Han shows off a cheap, scalable multi-touch and pressure-sensitive computer screen interface that may spell the end of point-and-click.",527,1139184000,27,1,1154391060,"https://www.ted.com/talks/jeff_han_demos_his_breakthrough_touchscreen
"
14,Nicholas Negroponte: One Laptop per Child,"Nicholas Negroponte, founder of the MIT Media Laboratory, describes how the One Laptop Per Child project will build and distribute the ""$100 laptop.""",1057,1140652800,25,1,1154391060,"https://www.ted.com/talks/nicholas_negroponte_on_one_laptop_per_child
"
15,Sirena Huang: An 11-year-old's magical violin,"Violinist Sirena Huang gives a technically brilliant and emotionally nuanced performance. In a charming interlude, the 11-year-old praises the timeless design of her instrument.",1481,1140652800,31,1,1154995860,"https://www.ted.com/talks/sirena_huang_dazzles_on_violin
"
16,"Jennifer Lin: Improvising on piano, aged 14","Pianist and composer Jennifer Lin gives a magical performance, talks about the process of creativity and improvises a moving solo piece based on a random sequence of notes.",1445,1077753600,32,1,1154995860,"https://www.ted.com/talks/jennifer_lin_improvs_piano_magic
"
17,Amy Smith: Simple designs to save a life,Fumes from indoor cooking fires kill more than 2 million children a year in the developing world. MIT engineer Amy Smith details an exciting but simple solution: a tool for turning farm waste into clean-burning charcoal.,906,1140739200,27,1,1155600660,"https://www.ted.com/talks/amy_smith_shares_simple_lifesaving_design
"
18,"Ross Lovegrove: Organic design, inspired by nature","Designer Ross Lovegrove expounds his philosophy of ""fat-free"" design and offers insight into several of his extraordinary products, including the Ty Nant water bottle and the Go chair.",1170,1109289600,22,1,1155600660,"https://www.ted.com/talks/ross_lovegrove_shares_organic_designs
"
19,Jimmy Wales: The birth of Wikipedia,"Jimmy Wales recalls how he assembled ""a ragtag band of volunteers,"" gave them tools for collaborating and created Wikipedia, the self-organizing, self-correcting, never-finished online encyclopedia.",1201,1121299200,32,1,1156119060,"https://www.ted.com/talks/jimmy_wales_on_the_birth_of_wikipedia
"
20,Richard Baraniuk: The birth of the open-source learning revolution,"In 2006, open-learning visionary Richard Baraniuk explains the vision behind Connexions (now called OpenStax), an open-source, online education system. It cuts out the textbook, allowing teachers to share and modify course materials freely, anywhere in the world.",1114,1140652800,27,1,1156119060,"https://www.ted.com/talks/richard_baraniuk_on_open_source_learning
"
21,Ze Frank: Nerdcore comedy,"Performer and web toymaker Ze Frank delivers a hilarious nerdcore standup routine, then tells us what he's seriously passionate about: helping people create and interact using simple, addictive web tools.",1136,1077580800,26,1,1156464660,"https://www.ted.com/talks/ze_frank_s_nerdcore_comedy
"
22,Mena Trott: Meet the founder of the blog revolution,"The founding mother of the blog revolution, Movable Type's Mena Trott, talks about the early days of blogging, when she realized that giving regular people the power to share our lives online is the key to building a friendlier, more connected world.",1006,1140652800,20,1,1156464660,"https://www.ted.com/talks/mena_trott_tours_her_blog_world
"
23,"Helen Fisher: Why we love, why we cheat","Anthropologist Helen Fisher takes on a tricky topic – love – and explains its evolution, its biochemical foundations and its social importance. She closes with a warning about the potential disaster inherent in antidepressant abuse.",1407,1140739200,33,1,1157501460,"https://www.ted.com/talks/helen_fisher_tells_us_why_we_love_cheat
"
24,Eve Ensler: Happiness in body and soul,"Eve Ensler, creator of ""The Vagina Monologues,"" shares how a discussion about menopause with her friends led to talking about all sorts of sexual acts onstage, waging a global campaign to end violence toward women and finding her own happiness.",1225,1075852800,23,1,1157501460,"https://www.ted.com/talks/eve_ensler_on_happiness_in_body_and_soul
"
25,David Deutsch: Chemical scum that dream of distant quasars,"Legendary scientist David Deutsch puts theoretical physics on the back burner to discuss a more urgent matter: the survival of our species. The first step toward solving global warming, he says, is to admit that we have a problem.",1140,1121299200,29,1,1158019860,"https://www.ted.com/talks/david_deutsch_on_our_place_in_the_cosmos
"
26,Richard Dawkins: Why the universe seems so strange,"Biologist Richard Dawkins makes a case for ""thinking the improbable"" by looking at how the human frame of reference limits our understanding of the universe.",1316,1120694400,36,1,1158019860,"https://www.ted.com/talks/richard_dawkins_on_our_queer_universe
"
27,Steven Levitt: The freakonomics of crack dealing,"""Freakonomics"" author Steven Levitt presents new data on the finances of drug dealing. Contrary to popular myth, he says, being a street-corner crack dealer isn't lucrative: It pays below minimum wage. And your boss can kill you.",1275,1077840000,25,1,1158624660,"https://www.ted.com/talks/steven_levitt_analyzes_crack_economics
"
28,"Malcolm Gladwell: Choice, happiness and spaghetti sauce","""Tipping Point"" author Malcolm Gladwell gets inside the food industry's pursuit of the perfect spaghetti sauce -- and makes a larger argument about the nature of choice and happiness.",1050,1077753600,37,1,1158624660,"https://www.ted.com/talks/malcolm_gladwell_on_spaghetti_sauce
"
29,Dan Gilbert: The surprising science of happiness,"Dan Gilbert, author of ""Stumbling on Happiness,"" challenges the idea that we’ll be miserable if we don’t get what we want. Our ""psychological immune system"" lets us feel truly happy even when things don’t go as planned.",1276,1075680000,43,1,1159229460,"https://www.ted.com/talks/dan_gilbert_asks_why_are_we_happy
"
30,Barry Schwartz: The paradox of choice,"Psychologist Barry Schwartz takes aim at a central tenet of western societies: freedom of choice. In Schwartz's estimation, choice has made us not freer but more paralyzed, not happier but more dissatisfied.",1177,1121385600,45,1,1159229460,"https://www.ted.com/talks/barry_schwartz_on_the_paradox_of_choice
"
31,Eva Vertes: Meet the future of cancer research,Eva Vertes -- only 19 when she gave this talk -- discusses her journey toward studying medicine and her drive to understand the roots of cancer and Alzheimer’s.,1129,1109376000,26,1,1159747860,"https://www.ted.com/talks/eva_vertes_looks_to_the_future_of_medicine
"
32,Aubrey de Grey: A roadmap to end aging,"Cambridge researcher Aubrey de Grey argues that aging is merely a disease -- and a curable one at that. Humans age in seven basic ways, he says, all of which can be averted.",1365,1121299200,29,1,1159747860,"https://www.ted.com/talks/aubrey_de_grey_says_we_can_avoid_aging
"
33,Iqbal Quadir: How mobile phones can fight poverty,"Iqbal Quadir tells how his experiences as a kid in poor Bangladesh, and later as a banker in New York, led him to start a mobile phone operator connecting 80 million rural Bangladeshi -- and to become a champion of bottom-up development.",952,1121212800,21,1,1160439060,"https://www.ted.com/talks/iqbal_quadir_says_mobiles_fight_poverty
"
34,Jacqueline Novogratz: Invest in Africa's own solutions,"Jacqueline Novogratz applauds the world's heightened interest in Africa and poverty, but argues persuasively for a new approach.",773,1120176000,26,1,1160439060,"https://www.ted.com/talks/jacqueline_novogratz_invests_in_ending_poverty
"
35,Sasa Vucinic: Why we should invest in a free press,"A free press -- papers, magazines, radio, TV, blogs -- is the backbone of any true democracy (and a vital watchdog on business). Sasa Vucinic, a journalist from Belgrade, talks about his new fund, which supports media by selling ""free press bonds.""",1080,1121299200,21,1,1161130260,"https://www.ted.com/talks/sasa_vucinic_invests_in_free_press
"
36,Ashraf Ghani: How to rebuild a broken state,"Ashraf Ghani's passionate and powerful 10-minute talk, emphasizing the necessity of both economic investment and design ingenuity to rebuild broken states, is followed by a conversation with TED curator Chris Anderson on the future of Afghanistan.",1125,1121126400,24,1,1161130260,"https://www.ted.com/talks/ashraf_ghani_on_rebuilding_broken_states
"
37,Burt Rutan: The real future of space exploration,"In this passionate talk, legendary spacecraft designer Burt Rutan lambasts the US government-funded space program for stagnating and asks entrepreneurs to pick up where NASA has left off.",1177,1140739200,28,1,1161735060,"https://www.ted.com/talks/burt_rutan_sees_the_future_of_space
"
38,Ben Saunders: Why did I ski to the North Pole?,"Arctic explorer Ben Saunders recounts his harrowing solo ski trek to the North Pole, complete with engaging anecdotes, gorgeous photos and never-before-seen video.",1083,1109203200,26,1,1161735060,"https://www.ted.com/talks/ben_saunders_skis_to_the_north_pole
"
39,Bono: My wish: Three actions for Africa,"Musician and activist Bono accepts the 2005 TED Prize with a riveting talk, arguing that aid to Africa isn't just another celebrity cause; it's a global emergency.",1672,1109203200,24,1,1162253460,"https://www.ted.com/talks/bono_s_call_to_action_for_africa
"
40,Edward Burtynsky: My wish: Manufactured landscapes and green education,"Accepting his 2005 TED Prize, photographer Edward Burtynsky makes a wish: that his images -- stunning landscapes that document humanity's impact on the world -- help persuade millions to join a global conversation on sustainability.",2065,1108598400,22,1,1162253460,"https://www.ted.com/talks/edward_burtynsky_on_manufactured_landscapes
"
41,Robert Fischell: My wish: Three unusual medical inventions,"Accepting his 2005 TED Prize, inventor Robert Fischell makes three wishes: redesigning a portable device that treats migraines, finding new cures for clinical depression and reforming the medical malpractice system.",1609,1109203200,20,1,1162253460,"https://www.ted.com/talks/robert_fischell_on_medical_inventing
"
42,Peter Donnelly: How juries are fooled by statistics,Oxford mathematician Peter Donnelly reveals the common mistakes humans make in interpreting statistics -- and the devastating impact these errors can have on the outcome of criminal trials.,1280,1121299200,20,1,1162944660,"https://www.ted.com/talks/peter_donnelly_shows_how_stats_fool_juries
"
43,Michael Shermer: Why people believe weird things,"Why do people see the Virgin Mary on a cheese sandwich or hear demonic lyrics in ""Stairway to Heaven""? Using video and music, skeptic Michael Shermer shows how we convince ourselves to believe -- and overlook the facts.",805,1140652800,41,1,1162944660,"https://www.ted.com/talks/michael_shermer_on_believing_strange_things
"
44,Ray Kurzweil: The accelerating power of technology,"Inventor, entrepreneur and visionary Ray Kurzweil explains in abundant, grounded detail why, by the 2020s, we will have reverse-engineered the human brain and nanobots will be operating your consciousness.",1376,1109203200,22,1,1163463060,"https://www.ted.com/talks/ray_kurzweil_on_how_technology_will_transform_us
"
45,Kevin Kelly: How technology evolves,"Tech enthusiast Kevin Kelly asks ""What does technology want?"" and discovers that its movement toward ubiquity and complexity is much like the evolution of life.",1200,1109203200,26,1,1163463060,"https://www.ted.com/talks/kevin_kelly_on_how_technology_evolves
"
46,Peter Gabriel: Fight injustice with raw video,Musician and activist Peter Gabriel shares his very personal motivation for standing up for human rights with the watchdog group WITNESS -- and tells stories of citizen journalists in action.,848,1140652800,24,1,1165363860,"https://www.ted.com/talks/peter_gabriel_fights_injustice_with_video
"
47,Richard St. John: 8 secrets of success,Why do people succeed? Is it because they're smart? Or are they just lucky? Neither. Analyst Richard St. John condenses years of interviews into an unmissable 3-minute slideshow on the real secrets of success.,210,1109116800,66,1,1166055060,"https://www.ted.com/talks/richard_st_john_s_8_secrets_of_success
"
48,Rives: If I controlled the Internet,"How many poets could cram eBay, Friendster and Monster.com into 3-minute poem worthy of a standing ovation? Enjoy Rives' unique talent.",247,1164844800,34,1,1166055060,"https://www.ted.com/talks/rives_controls_the_internet
"
49,Dean Ornish: The killer American diet that's sweeping the planet,Forget the latest disease in the news: Cardiovascular disease kills more people than everything else combined -- and it’s mostly preventable. Dr. Dean Ornish explains how changing our eating habits can save lives.,198,1140652800,48,1,1166055060,"https://www.ted.com/talks/dean_ornish_on_the_world_s_killer_diet
"
50,Robert Neuwirth: The hidden world of shadow cities,"Robert Neuwirth, author of ""Shadow Cities,"" finds the world's squatter sites -- where a billion people now make their homes -- to be thriving centers of ingenuity and innovation. He takes us on a tour.",843,1121299200,22,1,1167696660,"https://www.ted.com/talks/robert_neuwirth_on_our_shadow_cities
"
51,Bjorn Lomborg: Global priorities bigger than climate change,"Given $50 billion to spend, which would you solve first, AIDS or global warming? Danish political scientist Bjorn Lomborg comes up with surprising answers.",1001,1107302400,32,1,1167696660,"https://www.ted.com/talks/bjorn_lomborg_sets_global_priorities
"
52,Wade Davis: Dreams from endangered cultures,"With stunning photos and stories, National Geographic Explorer Wade Davis celebrates the extraordinary diversity of the world's indigenous cultures, which are disappearing from the planet at an alarming rate.",1321,1044230400,36,1,1168301460,"https://www.ted.com/talks/wade_davis_on_endangered_cultures
"
53,Phil Borges: Photos of endangered cultures,"Photographer Phil Borges shows rarely seen images of people from the mountains of Dharamsala, India, and the jungles of the Ecuadorean Amazon. In documenting these endangered cultures, he intends to help preserve them.",1115,1140652800,29,1,1168301460,"https://www.ted.com/talks/phil_borges_on_endangered_cultures
"
54,Martin Rees: Is this our final century?,"Speaking as both an astronomer and ""a concerned member of the human race,"" Sir Martin Rees examines our planet and its future from a cosmic perspective. He urges action to prevent dark consequences from our scientific and technological development.",1046,1121299200,29,1,1168992660,"https://www.ted.com/talks/martin_rees_asks_is_this_our_final_century
"
55,Robert Wright: Progress is not a zero-sum game,"Author Robert Wright explains ""non-zero-sumness"" -- the network of linked fortunes and cooperation that has guided our evolution to this point -- and how we can use it to help save humanity today.",1151,1138838400,23,1,1168992660,"https://www.ted.com/talks/robert_wright_on_optimism
"
56,"Steven Johnson: How the ""ghost map"" helped end a killer disease","Author Steven Johnson takes us on a 10-minute tour of <i>The Ghost Map</i>, his book about a cholera outbreak in 1854 London and the impact it had on science, cities and modern society.",603,1164844800,29,1,1170202260,"https://www.ted.com/talks/steven_johnson_tours_the_ghost_map
"
57,Charles Leadbeater: The era of open innovation,"In this deceptively casual talk, Charles Leadbeater weaves a tight argument  that innovation isn't just for professionals anymore. Passionate amateurs, using new tools, are creating products and paradigms that companies can't.",1141,1121299200,24,1,1170202260,"https://www.ted.com/talks/charles_leadbeater_on_innovation
"
58,"Pilobolus: A dance of ""Symbiosis""","Two Pilobolus dancers perform ""Symbiosis."" Does it trace the birth of a relationship? Or the co-evolution of symbiotic species? Music: ""God Music,"" George Crumb; ""Fratres,"" Arvo Part; ""Morango...Almost a Tango,"" Thomas Oboe Lee.",825,1109289600,0,1,1170979860,"https://www.ted.com/talks/pilobolus_perform_symbiosis
"
59,Anna Deavere Smith: Four American characters,"Writer and actor Anna Deavere Smith gives life to author Studs Terkel, convict Paulette Jenkins, a Korean shopkeeper and a bull rider, excerpts from her solo show ""On the Road: A Search for American Character.""",1385,1109289600,19,1,1170979860,"https://www.ted.com/talks/anna_deavere_smith_s_american_character
"
60,Saul Griffith: Everyday inventions,"Inventor and MacArthur fellow Saul Griffith shares some innovative ideas from his lab -- from ""smart rope"" to a house-sized kite for towing large loads.",869,1140652800,18,1,1171843860,"https://www.ted.com/talks/saul_griffith_on_everyday_inventions
"
61,Neil Gershenfeld: Unleash your creativity in a Fab Lab,MIT professor Neil Gershenfeld talks about his Fab Lab -- a low-cost lab that lets people build things they need using digital and analog tools. It's a simple idea with powerful results.,1038,1138838400,17,1,1171843860,"https://www.ted.com/talks/neil_gershenfeld_on_fab_labs
"
62,Carl Honoré: In praise of slowness,"Journalist Carl Honore believes the Western world's emphasis on speed erodes health, productivity and quality of life. But there's a backlash brewing, as everyday people start putting the brakes on their all-too-modern lives.",1155,1120694400,30,1,1172621460,"https://www.ted.com/talks/carl_honore_praises_slowness
"
63,Bill Clinton: My wish: Rebuilding Rwanda,"Accepting the 2007 TED Prize, Bill Clinton asks for help in bringing health care to Rwanda -- and the rest of the world.",1447,1173312000,26,1,1175559060,"https://www.ted.com/talks/bill_clinton_on_rebuilding_rwanda
"
64,E.O. Wilson: My wish: Build the Encyclopedia of Life,"As E.O. Wilson accepts his 2007 TED Prize, he makes a plea on behalf of all creatures that we learn more about our biosphere -- and build a networked encyclopedia of all the world's knowledge about life.",1355,1173312000,26,1,1175559060,"https://www.ted.com/talks/e_o_wilson_on_saving_life_on_earth
"
65,James Nachtwey: My wish: Let my photographs bear witness,"Accepting his 2007 TED Prize, war photographer James Nachtwey shows his life's work and asks TED to help him continue telling the story with innovative, exciting uses of news photography in the digital era.",1316,1173312000,23,1,1175559060,"https://www.ted.com/talks/james_nachtwey_s_searing_pictures_of_war
"
66,Jane Goodall: What separates us from chimpanzees?,"Jane Goodall hasn't found the missing link, but she's come closer than nearly anyone else. The primatologist says the only real difference between humans and chimps is our sophisticated language. She urges us to start using it to change the world.",1645,1014940800,31,1,1175731860,"https://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes
"
67,Seth Godin: How to get your ideas to spread,"In a world of too many options and too little time, our obvious choice is to just ignore the ordinary stuff. Marketing guru Seth Godin spells out why, when it comes to getting our attention, bad or bizarre ideas are more successful than boring ones.",1021,1046304000,31,1,1175731860,"https://www.ted.com/talks/seth_godin_on_sliced_bread
"
68,James Watson: How we discovered DNA,"Nobel laureate James Watson opens TED2005 with the frank and funny story of how he and his research partner, Francis Crick, discovered the structure of DNA.",1211,1107302400,28,1,1175731860,"https://www.ted.com/talks/james_watson_on_how_he_discovered_dna
"
69,Al Seckel: Visual illusions that show how we (mis)think,"Al Seckel, a cognitive neuroscientist, explores the perceptual illusions that fool our brains. Loads of eye tricks help him prove that not only are we easily fooled, we kind of like it.",873,1077753600,31,1,1175731860,"https://www.ted.com/talks/al_seckel_says_our_brains_are_mis_wired
"
70,Dean Kamen: To invent is to give,Inventor Dean Kamen lays out his argument for the Segway and offers a peek into his next big ideas (portable energy and water purification for developing countries).,1207,1012608000,18,1,1175731860,"https://www.ted.com/talks/dean_kamen_on_inventing_and_giving
"
71,Juan Enriquez: The life code that will reshape the future,"Scientific discoveries, futurist Juan Enriquez notes, demand a shift in code, and our ability to thrive depends on our mastery of that code. Here, he applies this notion to the field of genomics.",1340,1044144000,20,1,1175731860,"https://www.ted.com/talks/juan_enriquez_on_genomics_and_our_future
"
72,Stefan Sagmeister: Happiness by design,Graphic designer Stefan Sagmeister takes the audience on a whimsical journey through moments of his life that made him happy -- and notes how many of these moments have to do with good design.,930,1075680000,26,1,1175731860,"https://www.ted.com/talks/stefan_sagmeister_shares_happy_design
"
73,Alex Steffen: The route to a sustainable future,"Worldchanging.com founder Alex Steffen argues that reducing humanity’s ecological footprint is incredibly vital now, as the western consumer lifestyle spreads to developing countries.",1054,1120694400,32,1,1175731860,"https://www.ted.com/talks/alex_steffen_sees_a_sustainable_future
"
74,Thom Mayne: How architecture can connect us,"Architect Thom Mayne has never been one to take the easy option, and this whistle-stop tour of the buildings he's created makes you glad for it. These are big ideas cast in material form.",1240,1109289600,16,1,1175731860,"https://www.ted.com/talks/thom_mayne_on_architecture_as_connection
"
75,Chris Bangle: Great cars are great art,"American designer Chris Bangle explains his philosophy that car design is an art form in its own right, with an entertaining -- and ultimately moving -- account of the BMW Group's Deep Blue project, intended to create the SUV of the future.",1204,1012608000,23,1,1175731860,"https://www.ted.com/talks/chris_bangle_says_great_cars_are_art
"
76,"Nora York: Singing ""What I Want""","Nora York gives a stunning performance of her song ""What I Want,"" with Jamie Lawrence (keyboards), Steve Tarshis (guitar) and Arthur Kell (bass).",276,1166054400,28,1,1175731860,"https://www.ted.com/talks/nora_york_sings_what_i_want
"
77,Paul Bennett: Design is in the details,"Showing a series of inspiring, unusual and playful products, British branding and design guru Paul Bennett explains that design doesn't have to be about grand gestures, but can solve small, universal and overlooked problems.",850,1121299200,24,1,1175731860,"https://www.ted.com/talks/paul_bennett_finds_design_in_the_details
"
78,"Vik Muniz: Art with wire, sugar, chocolate and string","Vik Muniz makes art from pretty much anything, be it shredded paper, wire, clouds or diamonds. Here he describes the thinking behind his work and takes us on a tour of his incredible images.",891,1046304000,23,1,1175731860,"https://www.ted.com/talks/vik_muniz_makes_art_with_wire_sugar
"
79,Nick Bostrom: A philosophical quest for our biggest problems,Oxford philosopher and transhumanist Nick Bostrom examines the future of humankind and asks whether we might alter the fundamental nature of humanity to solve our most intrinsic problems.,1012,1121299200,24,1,1175731860,"https://www.ted.com/talks/nick_bostrom_on_our_biggest_problems
"
80,Janine Benyus: Biomimicry's surprising lessons from nature's engineers,"In this inspiring talk about recent developments in biomimicry, Janine Benyus provides heartening examples of ways in which nature is already influencing the products and systems we build.",1399,1109203200,24,1,1175731860,"https://www.ted.com/talks/janine_benyus_shares_nature_s_designs
"
81,Craig Venter: Sampling the ocean's DNA,Genomics pioneer Craig Venter takes a break from his epic round-the-world expedition to talk about the millions of genes his team has discovered so far in its quest to map the ocean's biodiversity.,1011,1109203200,21,1,1175731860,"https://www.ted.com/talks/craig_venter_on_dna_and_the_sea
"
82,Golan Levin: Software (as) art,"Engineer and artist Golan Levin pushes the boundaries of what's possible with audiovisuals and technology. In an amazing TED display, he shows two programs he wrote to perform his original compositions.",893,1077840000,20,1,1175731860,"https://www.ted.com/talks/golan_levin_on_software_as_art
"
83,Susan Savage-Rumbaugh: The gentle genius of bonobos,"Savage-Rumbaugh's work with bonobo apes, which can understand spoken language and learn tasks by watching, forces the audience to rethink how much of what a species can do is determined by biology -- and how much by cultural exposure.",1045,1075680000,28,1,1175731860,"https://www.ted.com/talks/susan_savage_rumbaugh_on_apes_that_write
"
84,Frans Lanting: The story of life in photographs,"In this stunning slideshow, celebrated nature photographer Frans Lanting presents The LIFE Project, a poetic collection of photographs that tell the story of our planet, from its eruptive beginnings to its present diversity. Soundtrack by Philip Glass.",977,1107302400,30,1,1175731860,"https://www.ted.com/talks/frans_lanting_s_lyrical_nature_photos
"
85,Sheila Patek: The shrimp with a kick!,"Biologist Sheila Patek talks about her work measuring the feeding strike of the mantis shrimp, one of the fastest movements in the animal world, using video cameras recording at 20,000 frames per second.",985,1077667200,18,1,1175731860,"https://www.ted.com/talks/sheila_patek_clocks_the_fastest_animals
"
86,"Jill Sobule: Global warming's theme song, ""Manhattan in January""","A happy song about global warming, from Jill Sobule.",163,1140912000,38,1,1175819400,"https://www.ted.com/talks/jill_sobule_sings_to_al_gore
"
87,Caroline Lavelle: Casting a spell on the cello,"Caroline Lavelle plays the cello like a sorceress casting a spell, occasionally hiding behind her wild mane of blond hair as she sings of pastoral themes. She performs ""Farther than the Sun,"" backed by Thomas Dolby on keyboards.",459,1107302400,25,1,1175835900,"https://www.ted.com/talks/caroline_lavelle_casts_a_spell_on_cello
"
88,Dan Dennett: The illusion of consciousness,"Philosopher Dan Dennett makes a compelling argument that not only don't we understand our own consciousness, but that half the time our brains are actively fooling us.",1308,1046304000,31,1,1175855580,"https://www.ted.com/talks/dan_dennett_on_our_consciousness
"
89,Evelyn Glennie: How to truly listen,"In this soaring demonstration, deaf percussionist Evelyn Glennie illustrates how listening to music involves much more than simply letting sound waves hit your eardrums.",1929,1044144000,32,1,1175881860,"https://www.ted.com/talks/evelyn_glennie_shows_how_to_listen
"
90,William McDonough: Cradle to cradle design,"Green-minded architect and designer William McDonough asks what our buildings and products would look like if designers took into account ""all children, all species, for all time.""",1205,1107302400,25,1,1175882580,"https://www.ted.com/talks/william_mcdonough_on_cradle_to_cradle_design
"
91,Jeff Bezos: The electricity metaphor for the web's future,The dot-com boom and bust is often compared to the Gold Rush. But Amazon.com founder Jeff Bezos says it’s more like the early days of the electric industry.,1031,1044144000,22,1,1176162180,"https://www.ted.com/talks/jeff_bezos_on_the_next_web_innovation
"
92,Rives: A mockingbird remix of TED2006,Rives recaps the most memorable moments of TED2006 in the free-spirited rhyming verse of a fantastical mockingbird lullaby.,251,1138838400,25,1,1176163140,"https://www.ted.com/talks/rives_remixes_ted2006
"
93,"Eddi Reader: ""Kiteflyer's Hill""","Singer/songwriter Eddi Reader performs ""Kiteflyer's Hill,"" a tender look back at a lost love. With Thomas Dolby on piano.",378,1044144000,28,2,1176586800,"https://www.ted.com/talks/eddi_reader_sings_kiteflyer_s_hill
"
94,"Eddi Reader: ""What You've Got""","Singer/songwriter Eddi Reader performs ""What You Do With What You've Got,"" a meditation on a very TED theme: how to use your gifts and talents to make a difference. With Thomas Dolby on piano.",312,1044144000,25,2,1176586800,"https://www.ted.com/talks/eddi_reader_sings_about_what_you_ve_got
"
95,Tom Honey: Why would God create a tsunami?,"In the days following the tragic South Asian tsunami of 2004, the Rev. Tom Honey pondered the question, ""How could a loving God have done this?"" Here is his answer.",1172,1107302400,22,1,1176688500,"https://www.ted.com/talks/tom_honey_on_god_and_the_tsunami
"
96,Richard Dawkins: Militant atheism,"Richard Dawkins urges all atheists to openly state their position -- and to fight the incursion of the church into politics and science. A fiery, funny, powerful talk.",1750,1012608000,42,1,1176689220,"https://www.ted.com/talks/richard_dawkins_on_militant_atheism
"
97,Tom Rielly: A comic sendup of TED2006,"Satirist Tom Rielly delivers a wicked parody of the 2006 TED conference, taking down the $100 laptop, the plight of the polar bear, and people who mention, one too many times, that they work at Harvard. Watch for a special moment between Tom and Al Gore.",1195,1138838400,16,1,1176695640,"https://www.ted.com/talks/tom_rielly_delivers_a_comic_send_up_of_ted2006
"
